IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.83.71,80,false,SIN,Asia Pacific,Singapore,226 ms,4934 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,209 ms,4932 kB/s
8.218.2.181,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4930 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,220 ms,4930 kB/s
8.219.209.14,80,false,SIN,Asia Pacific,Singapore,230 ms,4925 kB/s
8.222.162.45,2052,false,SIN,Asia Pacific,Singapore,212 ms,4922 kB/s
8.219.220.88,2086,false,SIN,Asia Pacific,Singapore,217 ms,4919 kB/s
8.222.167.147,2082,false,SIN,Asia Pacific,Singapore,235 ms,4917 kB/s
8.217.207.60,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,4914 kB/s
8.222.156.242,2095,false,SIN,Asia Pacific,Singapore,221 ms,4911 kB/s
8.217.193.25,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,4910 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,210 ms,4910 kB/s
8.219.177.205,2095,false,SIN,Asia Pacific,Singapore,216 ms,4902 kB/s
8.219.99.169,2095,false,SIN,Asia Pacific,Singapore,209 ms,4901 kB/s
8.222.164.209,2082,false,SIN,Asia Pacific,Singapore,214 ms,4900 kB/s
8.219.0.162,80,false,SIN,Asia Pacific,Singapore,213 ms,4897 kB/s
47.242.171.94,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,4896 kB/s
8.222.179.231,8880,false,SIN,Asia Pacific,Singapore,210 ms,4891 kB/s
47.242.252.237,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4891 kB/s
47.236.158.158,2095,false,SIN,Asia Pacific,Singapore,223 ms,4889 kB/s
8.219.194.170,2086,false,SIN,Asia Pacific,Singapore,220 ms,4888 kB/s
8.219.147.58,80,false,SIN,Asia Pacific,Singapore,216 ms,4885 kB/s
47.76.49.246,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,4883 kB/s
47.245.118.70,8080,false,SIN,Asia Pacific,Singapore,251 ms,4880 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,218 ms,4879 kB/s
8.217.147.230,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,4874 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,234 ms,4873 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,217 ms,4869 kB/s
8.210.175.109,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,4869 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,215 ms,4861 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,217 ms,4861 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,241 ms,4856 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,216 ms,4856 kB/s
8.219.191.110,2086,false,SIN,Asia Pacific,Singapore,210 ms,4854 kB/s
47.243.169.63,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,4853 kB/s
47.245.126.151,2052,false,SIN,Asia Pacific,Singapore,254 ms,4846 kB/s
8.219.104.37,8880,false,SIN,Asia Pacific,Singapore,221 ms,4845 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,225 ms,4845 kB/s
8.222.215.228,2086,false,SIN,Asia Pacific,Singapore,213 ms,4845 kB/s
47.243.206.150,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,4843 kB/s
47.243.139.85,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,4838 kB/s
8.219.99.169,2086,false,SIN,Asia Pacific,Singapore,224 ms,4833 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,222 ms,4833 kB/s
47.242.36.78,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,4826 kB/s
8.218.181.189,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,4826 kB/s
8.222.183.242,8880,false,SIN,Asia Pacific,Singapore,241 ms,4824 kB/s
8.219.120.87,2082,false,SIN,Asia Pacific,Singapore,230 ms,4821 kB/s
8.219.114.201,2086,false,SIN,Asia Pacific,Singapore,222 ms,4821 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,240 ms,4815 kB/s
8.219.174.142,2052,false,SIN,Asia Pacific,Singapore,212 ms,4812 kB/s
8.219.198.139,2052,false,SIN,Asia Pacific,Singapore,215 ms,4801 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,217 ms,4800 kB/s
8.217.250.5,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,4799 kB/s
47.236.172.71,8080,false,SIN,Asia Pacific,Singapore,238 ms,4794 kB/s
8.219.50.180,80,false,SIN,Asia Pacific,Singapore,233 ms,4791 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,217 ms,4786 kB/s
47.236.9.152,2082,false,SIN,Asia Pacific,Singapore,211 ms,4785 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,232 ms,4783 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,217 ms,4781 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,219 ms,4775 kB/s
8.210.207.214,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,4773 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,215 ms,4772 kB/s
47.245.126.151,80,false,SIN,Asia Pacific,Singapore,236 ms,4768 kB/s
47.76.33.40,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,4767 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,219 ms,4766 kB/s
8.218.204.128,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,4761 kB/s
8.218.22.210,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,4760 kB/s
8.219.122.55,2086,false,SIN,Asia Pacific,Singapore,211 ms,4756 kB/s
47.242.54.157,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,4756 kB/s
8.219.139.13,8080,false,SIN,Asia Pacific,Singapore,234 ms,4752 kB/s
8.219.220.88,2082,false,SIN,Asia Pacific,Singapore,211 ms,4750 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,217 ms,4748 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,219 ms,4743 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,210 ms,4742 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,210 ms,4741 kB/s
47.245.126.151,8080,false,SIN,Asia Pacific,Singapore,233 ms,4740 kB/s
8.219.6.150,8080,false,SIN,Asia Pacific,Singapore,219 ms,4739 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,226 ms,4738 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,213 ms,4737 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,254 ms,4735 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,210 ms,4734 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,227 ms,4733 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,207 ms,4729 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,215 ms,4723 kB/s
8.219.111.175,8080,false,SIN,Asia Pacific,Singapore,209 ms,4714 kB/s
8.222.208.38,2052,false,SIN,Asia Pacific,Singapore,220 ms,4710 kB/s
8.219.106.156,2095,false,SIN,Asia Pacific,Singapore,209 ms,4709 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,218 ms,4709 kB/s
8.219.193.202,2095,false,SIN,Asia Pacific,Singapore,211 ms,4708 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,208 ms,4704 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,214 ms,4700 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,235 ms,4695 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,216 ms,4690 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,220 ms,4687 kB/s
8.219.86.200,80,false,SIN,Asia Pacific,Singapore,250 ms,4676 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,204 ms,4675 kB/s
8.219.107.135,2082,false,SIN,Asia Pacific,Singapore,228 ms,4674 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,226 ms,4674 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,235 ms,4667 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,212 ms,4665 kB/s
8.222.160.176,2082,false,SIN,Asia Pacific,Singapore,214 ms,4660 kB/s
8.217.239.116,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,4660 kB/s
8.218.8.142,80,false,HKG,Asia Pacific,Hong Kong,64 ms,4659 kB/s
8.222.237.131,2095,false,SIN,Asia Pacific,Singapore,216 ms,4654 kB/s
8.219.60.54,8080,false,SIN,Asia Pacific,Singapore,216 ms,4652 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,233 ms,4651 kB/s
8.219.6.150,80,false,SIN,Asia Pacific,Singapore,223 ms,4651 kB/s
47.245.118.70,2082,false,SIN,Asia Pacific,Singapore,230 ms,4650 kB/s
8.222.187.4,2086,false,SIN,Asia Pacific,Singapore,211 ms,4643 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,212 ms,4642 kB/s
47.245.105.224,8880,false,SIN,Asia Pacific,Singapore,219 ms,4632 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,218 ms,4632 kB/s
8.222.162.45,2095,false,SIN,Asia Pacific,Singapore,215 ms,4631 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,229 ms,4631 kB/s
8.219.248.47,2095,false,SIN,Asia Pacific,Singapore,216 ms,4630 kB/s
8.222.167.147,2086,false,SIN,Asia Pacific,Singapore,216 ms,4628 kB/s
8.222.187.4,8880,false,SIN,Asia Pacific,Singapore,243 ms,4628 kB/s
8.219.78.188,2052,false,SIN,Asia Pacific,Singapore,261 ms,4627 kB/s
47.236.10.182,2095,false,SIN,Asia Pacific,Singapore,215 ms,4626 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,253 ms,4624 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,208 ms,4623 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,219 ms,4619 kB/s
8.219.0.162,2052,false,SIN,Asia Pacific,Singapore,215 ms,4616 kB/s
8.219.6.150,2052,false,SIN,Asia Pacific,Singapore,266 ms,4615 kB/s
8.222.193.65,2082,false,SIN,Asia Pacific,Singapore,234 ms,4612 kB/s
8.217.127.73,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4609 kB/s
47.245.84.124,8080,false,SIN,Asia Pacific,Singapore,218 ms,4601 kB/s
8.217.207.60,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,4600 kB/s
8.222.249.190,8880,false,SIN,Asia Pacific,Singapore,227 ms,4598 kB/s
8.219.200.145,8880,false,SIN,Asia Pacific,Singapore,211 ms,4595 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,234 ms,4595 kB/s
47.237.92.26,2082,false,SIN,Asia Pacific,Singapore,221 ms,4584 kB/s
47.245.84.124,8880,false,SIN,Asia Pacific,Singapore,224 ms,4582 kB/s
8.219.40.37,8880,false,SIN,Asia Pacific,Singapore,213 ms,4579 kB/s
47.237.95.156,2082,false,SIN,Asia Pacific,Singapore,213 ms,4577 kB/s
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,210 ms,4576 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,212 ms,4570 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,219 ms,4569 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,225 ms,4568 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,217 ms,4565 kB/s
47.236.144.156,8080,false,SIN,Asia Pacific,Singapore,225 ms,4563 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,219 ms,4563 kB/s
8.218.65.237,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4563 kB/s
47.245.118.70,2095,false,SIN,Asia Pacific,Singapore,248 ms,4553 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,209 ms,4551 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,213 ms,4548 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,243 ms,4548 kB/s
8.219.126.240,2086,false,SIN,Asia Pacific,Singapore,210 ms,4543 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,231 ms,4536 kB/s
8.217.239.116,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,4534 kB/s
8.219.122.55,80,false,SIN,Asia Pacific,Singapore,219 ms,4533 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,211 ms,4531 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,210 ms,4530 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,221 ms,4530 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,254 ms,4530 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,233 ms,4529 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,235 ms,4527 kB/s
8.219.153.237,2052,false,NRT,Asia Pacific,Tokyo,285 ms,4526 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,222 ms,4523 kB/s
8.219.191.110,8880,false,SIN,Asia Pacific,Singapore,208 ms,4518 kB/s
8.219.51.211,8080,false,SIN,Asia Pacific,Singapore,217 ms,4517 kB/s
8.219.153.237,2086,false,NRT,Asia Pacific,Tokyo,289 ms,4513 kB/s
8.222.244.192,2052,false,SIN,Asia Pacific,Singapore,236 ms,4511 kB/s
8.219.42.72,2082,false,SIN,Asia Pacific,Singapore,240 ms,4511 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4510 kB/s
8.219.1.92,2095,false,SIN,Asia Pacific,Singapore,228 ms,4510 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,213 ms,4506 kB/s
8.219.106.156,8080,false,SIN,Asia Pacific,Singapore,217 ms,4502 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,205 ms,4494 kB/s
8.219.194.170,2052,false,SIN,Asia Pacific,Singapore,213 ms,4493 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,212 ms,4492 kB/s
8.219.51.211,2082,false,SIN,Asia Pacific,Singapore,224 ms,4492 kB/s
47.236.166.131,8880,false,SIN,Asia Pacific,Singapore,210 ms,4488 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,206 ms,4487 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,216 ms,4486 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,234 ms,4479 kB/s
8.219.51.211,2086,false,SIN,Asia Pacific,Singapore,209 ms,4475 kB/s
8.218.174.118,80,false,HKG,Asia Pacific,Hong Kong,58 ms,4461 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,221 ms,4457 kB/s
8.210.101.157,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,4456 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,221 ms,4455 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,220 ms,4453 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,209 ms,4445 kB/s
8.218.126.53,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4438 kB/s
47.243.5.154,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,4436 kB/s
47.76.49.246,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,4433 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,242 ms,4430 kB/s
8.219.193.202,2082,false,SIN,Asia Pacific,Singapore,211 ms,4429 kB/s
8.219.153.237,8080,false,NRT,Asia Pacific,Tokyo,279 ms,4429 kB/s
8.219.122.55,8880,false,SIN,Asia Pacific,Singapore,214 ms,4424 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,213 ms,4419 kB/s
8.219.40.37,80,false,SIN,Asia Pacific,Singapore,225 ms,4416 kB/s
8.222.179.231,80,false,SIN,Asia Pacific,Singapore,214 ms,4411 kB/s
8.219.191.40,8080,false,SIN,Asia Pacific,Singapore,224 ms,4409 kB/s
8.222.215.228,8880,false,SIN,Asia Pacific,Singapore,219 ms,4408 kB/s
8.210.39.96,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4407 kB/s
8.222.249.190,2086,false,SIN,Asia Pacific,Singapore,244 ms,4401 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,206 ms,4395 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,208 ms,4390 kB/s
8.219.97.50,2095,false,SIN,Asia Pacific,Singapore,214 ms,4384 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,212 ms,4369 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,223 ms,4367 kB/s
8.219.51.211,8880,false,SIN,Asia Pacific,Singapore,207 ms,4364 kB/s
8.219.202.130,2086,false,SIN,Asia Pacific,Singapore,237 ms,4357 kB/s
8.219.50.180,8880,false,SIN,Asia Pacific,Singapore,213 ms,4357 kB/s
8.210.175.109,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,4354 kB/s
8.219.66.156,8080,false,NRT,Asia Pacific,Tokyo,281 ms,4353 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,216 ms,4338 kB/s
8.210.39.96,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,4336 kB/s
8.219.177.205,2052,false,SIN,Asia Pacific,Singapore,214 ms,4335 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,214 ms,4329 kB/s
47.245.118.70,2086,false,SIN,Asia Pacific,Singapore,244 ms,4323 kB/s
47.245.86.230,2095,false,SIN,Asia Pacific,Singapore,230 ms,4322 kB/s
8.217.193.25,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4321 kB/s
8.219.98.13,8880,false,SIN,Asia Pacific,Singapore,241 ms,4319 kB/s
8.219.4.122,2086,false,SIN,Asia Pacific,Singapore,213 ms,4317 kB/s
8.219.114.201,8080,false,SIN,Asia Pacific,Singapore,218 ms,4316 kB/s
8.219.153.237,8880,false,NRT,Asia Pacific,Tokyo,278 ms,4316 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,212 ms,4314 kB/s
47.243.139.243,80,false,HKG,Asia Pacific,Hong Kong,61 ms,4312 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,212 ms,4312 kB/s
8.219.100.168,80,false,SIN,Asia Pacific,Singapore,237 ms,4311 kB/s
8.219.40.37,2082,false,SIN,Asia Pacific,Singapore,238 ms,4311 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,218 ms,4311 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,210 ms,4309 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,210 ms,4308 kB/s
8.219.66.156,2086,false,NRT,Asia Pacific,Tokyo,294 ms,4307 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,211 ms,4304 kB/s
8.219.193.202,2052,false,SIN,Asia Pacific,Singapore,217 ms,4302 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,214 ms,4302 kB/s
8.222.215.228,80,false,SIN,Asia Pacific,Singapore,243 ms,4302 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,230 ms,4301 kB/s
8.217.221.165,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4299 kB/s
47.243.27.217,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,4299 kB/s
47.243.234.9,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,4299 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,230 ms,4294 kB/s
8.210.245.224,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,4290 kB/s
8.219.83.71,8080,false,SIN,Asia Pacific,Singapore,224 ms,4285 kB/s
8.219.1.92,8080,false,SIN,Asia Pacific,Singapore,213 ms,4281 kB/s
8.222.164.209,80,false,SIN,Asia Pacific,Singapore,240 ms,4277 kB/s
8.219.147.58,2095,false,SIN,Asia Pacific,Singapore,232 ms,4266 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,224 ms,4255 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,207 ms,4253 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,213 ms,4244 kB/s
47.236.189.92,8080,false,SIN,Asia Pacific,Singapore,255 ms,4243 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,225 ms,4238 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,218 ms,4232 kB/s
8.219.93.5,2086,false,SIN,Asia Pacific,Singapore,216 ms,4230 kB/s
47.242.54.157,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,4227 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,202 ms,4224 kB/s
8.218.52.115,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,4223 kB/s
8.210.175.109,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,4220 kB/s
8.218.126.53,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,4215 kB/s
8.219.191.40,2052,false,SIN,Asia Pacific,Singapore,227 ms,4209 kB/s
8.219.50.180,2052,false,SIN,Asia Pacific,Singapore,243 ms,4202 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,298 ms,4201 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,208 ms,4200 kB/s
47.242.171.94,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,4197 kB/s
8.222.146.222,8880,false,SIN,Asia Pacific,Singapore,209 ms,4195 kB/s
8.219.193.202,2086,false,SIN,Asia Pacific,Singapore,211 ms,4190 kB/s
47.245.84.124,80,false,SIN,Asia Pacific,Singapore,225 ms,4179 kB/s
47.236.202.91,2082,false,SIN,Asia Pacific,Singapore,217 ms,4166 kB/s
8.219.100.168,2082,false,SIN,Asia Pacific,Singapore,231 ms,4165 kB/s
47.242.252.237,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4162 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,236 ms,4144 kB/s
47.243.60.150,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,4141 kB/s
8.210.107.246,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,4132 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,226 ms,4132 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,210 ms,4124 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,217 ms,4124 kB/s
47.242.234.127,80,false,HKG,Asia Pacific,Hong Kong,57 ms,4117 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,233 ms,4106 kB/s
8.219.132.64,2095,false,SIN,Asia Pacific,Singapore,219 ms,4104 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,207 ms,4100 kB/s
8.217.147.230,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4091 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,206 ms,4087 kB/s
8.219.191.110,2082,false,SIN,Asia Pacific,Singapore,228 ms,4084 kB/s
47.243.107.148,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,4084 kB/s
8.218.243.95,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4082 kB/s
8.217.232.246,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,4077 kB/s
8.210.66.190,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,4076 kB/s
47.242.59.216,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,4071 kB/s
8.210.174.156,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4069 kB/s
8.218.207.169,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4063 kB/s
8.218.207.169,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4063 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,228 ms,4060 kB/s
47.236.158.158,2052,false,SIN,Asia Pacific,Singapore,209 ms,4053 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,218 ms,4036 kB/s
8.217.121.207,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,4036 kB/s
47.237.92.26,2095,false,SIN,Asia Pacific,Singapore,213 ms,4034 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,218 ms,4031 kB/s
47.245.86.230,8880,false,SIN,Asia Pacific,Singapore,224 ms,4029 kB/s
8.217.251.62,2095,false,HKG,Asia Pacific,Hong Kong,71 ms,4026 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,210 ms,4026 kB/s
8.219.11.158,2082,false,SIN,Asia Pacific,Singapore,233 ms,4017 kB/s
8.222.150.197,2052,false,SIN,Asia Pacific,Singapore,220 ms,4012 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,217 ms,4001 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,4000 kB/s
8.219.122.55,8080,false,SIN,Asia Pacific,Singapore,220 ms,3995 kB/s
47.242.155.183,8080,false,HKG,Asia Pacific,Hong Kong,52 ms,3991 kB/s
8.219.100.168,2086,false,SIN,Asia Pacific,Singapore,212 ms,3989 kB/s
8.218.201.73,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3983 kB/s
8.217.207.60,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,3982 kB/s
8.219.198.139,8080,false,SIN,Asia Pacific,Singapore,213 ms,3982 kB/s
8.219.191.40,8880,false,SIN,Asia Pacific,Singapore,229 ms,3980 kB/s
8.218.146.204,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,3969 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,222 ms,3968 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,212 ms,3966 kB/s
8.218.22.210,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,3963 kB/s
8.219.60.54,2082,false,SIN,Asia Pacific,Singapore,220 ms,3957 kB/s
8.219.126.240,80,false,SIN,Asia Pacific,Singapore,208 ms,3948 kB/s
8.219.106.156,8880,false,SIN,Asia Pacific,Singapore,226 ms,3947 kB/s
8.218.53.110,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,3946 kB/s
8.219.199.220,80,false,SIN,Asia Pacific,Singapore,211 ms,3941 kB/s
8.219.222.98,2052,false,SIN,Asia Pacific,Singapore,240 ms,3938 kB/s
47.243.203.119,80,false,HKG,Asia Pacific,Hong Kong,61 ms,3935 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,233 ms,3933 kB/s
47.76.159.146,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,3933 kB/s
47.245.102.52,80,false,SIN,Asia Pacific,Singapore,225 ms,3932 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,214 ms,3931 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,218 ms,3919 kB/s
8.217.164.10,80,false,HKG,Asia Pacific,Hong Kong,59 ms,3917 kB/s
